startDATA gnd 251 251	
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.9822516474 0.9186233765 0.8667793291 0.8253343719 0.7869664561 0.7520394807 0.7204491273 0.6917594395 0.6660056724 0.6431729316 0.6233029041 0.6064415751 0.5925857814 0.5817913685 0.5740850555 0.5694372402 0.5678646743 0.5694067049 0.5740530257 0.5817521571 0.5924970928 0.6063342527 0.6232062824 0.6430651774 0.6658447718 0.6915546963 0.7202330491 0.7518652447 0.7867802483 0.8250517527 0.8664612945 0.9183924314 0.9821946065   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.9818786435 0.9175246236 0.8674265188 0.825409464 0.7869892553 0.7520782935 0.7204528648 0.6917481532 0.6659794783 0.6431491352 0.6232961379 0.6064348202 0.5925887562 0.5817998965 0.5740923235 0.5694337312 0.5678671989 0.5694153369 0.5740463302 0.5817450689 0.5924955128 0.6063410343 0.6232136009 0.6430645959 0.6658542338 0.6915610231 0.7202430399 0.7519356563 0.7867966858 0.8250686709 0.8669519487 0.9173498973 0.9817410989   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.9824506955 0.9195557031 0.8689833392 0.8257186486 0.786898219 0.7521255686 0.7204836937 0.6917130492 0.6658229702 0.6430440047 0.6233213078 0.6064362526 0.5925837492 0.5817966601 0.5740452142 0.5694049536 0.567869535 0.569424754 0.5740431378 0.5817298899 0.5925175888 0.606359777 0.6232258123 0.6430520665 0.6658452235 0.6915759927 0.7202747658 0.7519835055 0.7867873489 0.8253710126 0.8681644881 0.9185208881 0.9820895642   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.98271393 0.9206324172 0.8692164712 0.8258215284 0.7867852514 0.7520721116 0.7204571581 0.6917187536 0.6658029948 0.6430340161 0.6233223662 0.6064331928 0.5925846712 0.5817629715 0.5739891688 0.5693610962 0.5678766107 0.5694346281 0.5740422029 0.5817186794 0.5925353362 0.6063734402 0.6232224538 0.6430408484 0.6658393673 0.6915925796 0.7202841955 0.7519801449 0.7868234067 0.8253349811 0.8678774158 0.9191383553 0.9823158073   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.9825760575 0.9201823079 0.8694410399 0.8260288296 0.7869297471 0.7520330849 0.7203652732 0.6917024542 0.6658705166 0.6430627755 0.6232224576 0.6063728644 0.5925825541 0.5817832534 0.5739826706 0.5693348093 0.5678531855 0.5694259989 0.574016055 0.5816590275 0.5924724027 0.6063423007 0.623182195 0.6430128126 0.6658295555 0.6915561105 0.7202547035 0.751932377 0.7869235504 0.8253287756 0.8674772468 0.9191082469 0.9824776978   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.982595694 0.9202804902 0.8694421223 0.8265721167 0.7872967757 0.7521800566 0.7203193377 0.6915935133 0.6658805648 0.6429974963 0.623115691 0.6062978894 0.5926456418 0.5818282654 0.5739695576 0.5693120894 0.5677985022 0.5693904061 0.5739480474 0.5816038415 0.5924314632 0.6063107603 0.6231545094 0.6429747105 0.665747143 0.6914790607 0.7202130605 0.7519497855 0.7870474543 0.8255372771 0.8684473392 0.9202787094 0.9827117903   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.983442463 0.9216043054 0.8694281482 0.8264650524 0.7875402004 0.7522063513 0.7202832119 0.6915853477 0.6658716776 0.643013342 0.6231446728 0.6063284563 0.5926438138 0.5818471355 0.5739519749 0.5692735537 0.5677260123 0.5693086928 0.5738896204 0.5815767228 0.5924292996 0.6062755033 0.6231350143 0.6429744742 0.6657650616 0.6915110424 0.7202370783 0.7520096609 0.7871111412 0.825700262 0.868749661 0.9208114607 0.9829130573   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.9834697291 0.922591264 0.8697443798 0.8265556019 0.7875213471 0.7521621877 0.7202600493 0.6915657608 0.6658580569 0.6430332309 0.6231568867 0.6063317677 0.5925339652 0.5816986724 0.5739218768 0.5692722177 0.5677141231 0.5692655777 0.5739442501 0.5816241173 0.592407506 0.6062355035 0.6231198604 0.6429701678 0.6657878601 0.6915419906 0.7202605996 0.752055101 0.7871062701 0.825940355 0.8691638666 0.9211223603 0.9831592762   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.9833796882 0.9221410595 0.8691711935 0.8264916762 0.787503158 0.752148598 0.7203002531 0.6915513117 0.6658137965 0.6430056731 0.6231329629 0.6063053577 0.5924502027 0.5816258932 0.5738806487 0.5692612506 0.5677205885 0.5692057536 0.5738608624 0.581630148 0.5923810111 0.6062104107 0.6231057819 0.6429588414 0.6657745157 0.6915412326 0.7202810202 0.7520929346 0.7870605658 0.8259692944 0.8692302232 0.9223861117 0.983419121   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.9824989614 0.9205246087 0.868536916 0.8258168786 0.7871262636 0.7523090205 0.7204714825 0.6915494747 0.6658105821 0.6430112409 0.6231105577 0.6062910536 0.5924445736 0.581567204 0.573840362 0.5692250481 0.5677198629 0.5692036045 0.573838953 0.5815745863 0.5923308978 0.6061587011 0.6230916891 0.6429501251 0.6657329762 0.6915497233 0.7202515282 0.7520410619 0.7871270246 0.8258852073 0.8698518003 0.9227184694 0.9835177303   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.9825225823 0.919763179 0.868437945 0.8255483629 0.7870234492 0.7521636317 0.7204103549 0.691534408 0.665832067 0.6430048823 0.6230881894 0.6062477959 0.5923758852 0.5815310361 0.5738059823 0.5691823164 0.5676719362 0.5692284847 0.5738308124 0.5815285622 0.5923004598 0.6061495164 0.6230418828 0.6428764573 0.6657482437 0.6915868067 0.7202264435 0.7519444319 0.7871792017 0.8259522276 0.8701591566 0.9227292912 0.9835184769   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
	   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 0.9825462031 0.9199413598 0.8690904174 0.8253679637 0.7870683145 0.7520599248 0.7202916384 0.6915502343 0.6658158381 0.6429503407 0.6230563681 0.6061745829 0.5922834682 0.581473421 0.573757872 0.5691409832 0.5676228101 0.5691761773 0.5737937596 0.5814937671 0.592275302 0.606138523 0.6229865837 0.6427845003 0.6656799772 0.6915367199 0.7202157922 0.7519538153 0.7871641648 0.8258817914 0.8696371749 0.9227330238 0.9835192234   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
